epochs,losses,rewards,epsilons
0,0.0,-267.6732769863357,0.049995000000000005
1,0.0,-345.0,0.049990000500000006
2,0.0,-335.577322025642,0.049985001499950006
3,0.0,-278.38441826806684,0.04998000299980001
4,0.0,-328.1469725267606,0.04997500499950003
5,0.0,-367.85470289139727,0.04997000749900008
6,0.0,-330.609813497734,0.04996501049825018
7,3.16,-423.0,0.049960013997200355
8,3.51,-337.0,0.049955017995800634
9,3.05,-318.0,0.04995002249400105
10,2.82,-447.0,0.04994502749175165
11,3.1,-184.38441826806684,0.04994003298900247
12,2.82,-209.90079452627816,0.049935038985703575
13,2.63,-219.0,0.049930045481805005
14,2.62,-296.83548792915184,0.04992505247725682
15,2.74,-200.38515463903008,0.049920059972009094
16,2.59,-236.95081025969586,0.049915067966011896
17,2.3,-188.56623872020015,0.049910076459215295
18,2.51,-357.0,0.049905085451569374
19,1.95,-215.829762726327,0.04990009494302422
20,2.11,-164.3023918961825,0.049895104933529916
21,2.01,-180.0,0.04989011542303656
22,1.73,-40.20444468566824,0.04988512641149426
23,0.0,-213.43346244067766,0.04988013789885311
24,0.0,-221.70882013120024,0.049875149885063225
25,0.0,-150.0,0.049870162370074717
26,0.0,-249.96734670143684,0.04986517535383771
27,0.0,-164.24207554865217,0.049860188836302326
28,0.0,-155.666419634516,0.049855202817418696
29,0.0,-180.99944421676352,0.049850217297136956
30,1.99,-197.50786277380985,0.04984523227540724
31,1.9,-144.56623872020015,0.049840247752179705
32,1.94,-137.76883653613365,0.04983526372740449
33,1.8,-15.0,0.04983028020103175
34,1.87,-197.87144857210174,0.04982529717301165
35,1.84,-297.0,0.04982031464329435
36,1.9,-138.7856795207324,0.04981533261183002
37,1.68,-261.70735482518677,0.04981035107856884
38,1.73,-203.38988766314378,0.049805370043460986
39,1.6,-239.13192848890404,0.04980038950645664
40,1.81,-260.829762726327,0.049795409467506
41,1.7,-215.54277628851733,0.04979042992655925
42,1.65,-211.27398057208393,0.0497854508835666
43,1.63,-163.23295764379114,0.04978047233847824
44,1.6,-261.0,0.04977549429124439
45,1.73,-216.77195639908126,0.04977051674181527
46,0.0,-149.18979784064607,0.04976553969014109
47,0.0,-148.47751910622907,0.049760563136172074
48,0.0,-155.21423571292283,0.04975558707985846
49,0.0,-189.0,0.04975061152115047
50,0.0,-191.94527957584685,0.049745636459998355
51,0.0,-267.0,0.04974066189635235
52,0.0,-114.3175553496178,0.04973568783016272
53,1.78,-155.96734670143684,0.0497307142613797
54,1.63,-111.0,0.049725741189953564
55,1.44,-97.67575185824829,0.04972076861583457
56,1.37,-92.96734670143684,0.049715796538972984
57,1.37,-127.83033118998634,0.04971082495931909
58,1.1,-181.00487297087813,0.04970585387682316
59,1.21,-39.71173931819024,0.049700883291435474
60,1.15,-60.78052853333219,0.04969591320310633
61,1.06,-40.123444505743,0.04969094361178602
62,0.99,-1.0470567273527651,0.04968597451742484
63,1.06,-110.21202435071864,0.0496810059199731
64,0.86,-126.09900663346622,0.049676037819381104
65,0.95,-14.935493534831686,0.04967107021559917
66,0.87,-46.099006633466225,0.04966610310857761
67,0.81,-129.0,0.04966113649826675
68,0.97,-93.7943029887672,0.04965617038461692
69,0.0,-15.064976216464368,0.049651204767578457
70,0.0,-31.0,0.0496462396471017
71,0.0,-22.38441826806682,0.04964127502313699
72,0.0,-42.658280871471675,0.04963631089563468
73,0.0,-55.973455836819525,0.049631347264545114
74,0.0,-50.128182776125776,0.04962638412981866
75,0.0,-63.60912846793515,0.04962142149140568
76,0.0,-69.0,0.04961645934925654
77,0.85,-1.220706329176656,0.049611497703321614
78,0.7,-14.555391912703069,0.04960653655355128
79,0.76,2.6307451853684545,0.049601575899895924
80,0.71,36.894381237811345,0.049596615742305936
81,0.68,-12.395539556643069,0.049591656080731704
82,0.69,-41.96734670143683,0.04958669691512363
83,0.55,-38.369254814631546,0.04958173824543212
84,0.62,-28.729902794476004,0.049576780071607575
85,0.78,24.886000723277583,0.04957182239360042
86,0.46,5.572607276751787,0.049566865211361055
87,0.51,-8.555391912703069,0.049561908524839916
88,0.54,-16.27333044628225,0.049556952333987436
89,0.45,-7.655203979939767,0.04955199663875404
90,0.71,0.2311634638663591,0.04954704143909016
91,0.47,22.24720521512723,0.04954208673494625
92,0.61,-4.3844182680668204,0.04953713252627275
93,0.0,-36.0,0.04953217881302013
94,0.0,-9.55036004946717,0.04952722559513883
95,0.0,-2.8297627263270035,0.049522272872579313
96,0.0,1.5085057272973712,0.04951732064529206
97,0.0,-7.69172074545404,0.04951236891322753
98,0.0,-10.043500991321979,0.04950741767633621
99,0.0,-48.379758661370005,0.04950246693456858
100,0.44,-7.5662387202001415,0.04949751668787512
101,0.41,23.893515590789047,0.049492566936206336
102,0.5,-1.3844182680668204,0.049487617679512715
103,0.38,12.035529162764385,0.04948266891774476
104,0.35,-8.078238663540041,0.049477720650852985
105,0.35,-20.219111587775892,0.0494727728787879
106,0.7,-17.652266671567517,0.04946782560150002
107,0.34,-23.323323583816936,0.049462878818939876
108,0.38,-6.0,0.049457932531057985
109,0.35,-0.10951313804815,0.04945298673780488
110,0.32,-6.017205487019234,0.0494480414391311
111,0.35,11.460461201633434,0.04944309663498719
112,0.34,-31.324802894757312,0.04943815232532369
113,0.32,-1.3844182680668204,0.049433208510091156
114,0.38,10.593519254343866,0.04942826518924015
115,0.26,-18.164082012776845,0.04942332236272123
116,0.0,11.203280813776201,0.04941838003048495
117,0.0,3.830255609388602,0.0494134381924819
118,0.0,-4.609813497734029,0.04940849684866266
119,0.0,37.79168489689964,0.04940355599897779
120,0.0,18.589368733113435,0.04939861564337789
121,0.0,0.6793518261382421,0.049393675781813556
122,0.0,0.9621700626625369,0.04938873641423538
123,0.33,7.492137226190177,0.04938379754059395
124,0.3,17.011452311821312,0.049378859160839894
125,0.27,5.522781320040623,0.049373921274923814
126,0.32,13.938336852090803,0.04936898388279632
127,0.17,1.176351057056361,0.04936404698440804
128,0.2,1.6661699116011373,0.049359110579709604
129,0.2,26.10815085241856,0.049354174668651635
130,0.31,5.450911087843665,0.04934923925118477
131,0.1,15.851789171349887,0.049344304327259655
132,0.29,3.345601453830708,0.04933936989682693
133,0.35,31.472916223007118,0.049334435959837254
134,0.25,0.0,0.04932950251624127
135,0.21,5.1702372736729965,0.04932456956598964
136,0.21,13.340522880532784,0.049319637109033046
137,0.24,37.21395870877621,0.049314705145322144
138,0.27,-5.378851638483338,0.049309773674807614
139,0.0,8.777666829469823,0.049304842697440135
140,0.0,-2.5553919127030684,0.04929991221317039
141,0.0,21.62657282062026,0.04929498222194908
142,0.0,-31.677702633628677,0.049290052723726885
143,0.0,46.55243936256471,0.04928512371845451
144,0.0,43.38024673788235,0.049280195206082664
145,0.0,17.77628442440715,0.049275267186562055
146,0.22,-12.816603589172365,0.0492703396598434
147,0.13,-2.3692548146315455,0.049265412625877414
148,0.16,12.974702798498457,0.04926048608461483
149,0.24,-3.0,0.04925556003600637
150,0.36,0.4772613858600989,0.04925063448000277
151,0.37,18.356080180623,0.04924570941655477
152,0.36,18.593408168806622,0.04924078484561312
153,0.27,2.433761279799859,0.049235860767128554
154,0.19,4.032653298563167,0.04923093718105184
155,0.3,5.037685161799066,0.049226014087333736
156,0.15,21.37152424283775,0.049221091485925
157,0.25,0.6148453609699283,0.04921616937677641
158,0.25,-4.862694390090288,0.04921124775983873
159,0.26,0.7758818899049151,0.04920632663506275
160,0.24,0.0,0.049201406002399244
161,0.23,8.072631152648185,0.049196485861799005
162,0.0,4.548681121496403,0.04919156621321283
163,0.0,4.128117509387347,0.04918664705659151
164,0.0,7.659543536164066,0.04918172839188585
165,0.0,-0.757497035498182,0.049176810219046664
166,0.0,40.315823564975794,0.04917189253802476
167,0.0,41.21719699035572,0.04916697534877096
168,0.0,8.619358818444695,0.04916205865123608
169,0.0,22.35058223926034,0.049157142445370956
170,0.13,23.396174875073847,0.04915222673112642
171,0.1,0.0992054737218515,0.049147311508453306
172,0.35,49.13985486060045,0.04914239677730246
173,0.14,0.7252819014676002,0.04913748253762473
174,0.44,2.060189819230111,0.04913256878937097
175,0.35,-64.53605849694259,0.049127655532492036
176,0.27,5.44472605597598,0.04912274276693879
177,0.15,-2.818332819295555,0.04911783049266209
178,0.21,12.998113837418362,0.049112918709612825
179,0.15,3.4125325864556872,0.049108007417741864
180,0.17,9.647276325296998,0.04910309661700009
181,0.2,28.004040488628707,0.049098186307338386
182,0.3,6.5164942268903765,0.049093276488707656
183,0.18,3.0326532985631673,0.049088367161058785
184,0.25,16.26926360005422,0.04908345832434268
185,0.17,38.55468153332925,0.049078549978510244
186,0.0,24.29358981644027,0.049073642123512395
187,0.0,18.65522737753637,0.04906873475930004
188,0.0,8.909725401233256,0.04906382788582411
189,0.0,46.98201564002831,0.04905892150303553
190,0.0,24.92650704050538,0.049054015610885224
191,0.0,2.0467927679299946,0.049049110209324134
192,0.0,6.121284503479995,0.0490442052983032
193,0.09,39.73516462770735,0.04903930087777337
194,0.29,1.785082634642925,0.04903439694768559
195,0.14,19.742412135376227,0.04902949350799082
196,0.18,35.73885008247037,0.04902459055864002
197,0.23,0.4125325864556877,0.04901968809958416
198,0.3,7.355630752956889,0.0490147861307742
199,0.16,0.0,0.04900988465216113
200,0.27,5.626275268001376,0.04900498366369591
201,0.24,19.568394137597863,0.04900008316532954
202,0.32,24.405541044649752,0.04899518315701301
203,0.23,2.358042787248781,0.04899028363869731
204,0.22,18.691790499726118,0.04898538461033344
205,0.17,46.6710407349402,0.04898048607187241
206,0.35,26.223281124183046,0.048975588023265224
207,0.35,2.603998553472856,0.048970690464462896
208,0.29,6.056555704075584,0.04896579339541645
209,0.0,9.100792728516382,0.04896089681607691
210,0.0,5.020931687634425,0.048956000726395305
211,0.0,8.170627515213033,0.04895110512632266
212,0.0,3.677537953298449,0.04894621001581003
213,0.0,14.688842766558656,0.04894131539480845
214,0.0,13.02234756762706,0.04893642126326897
215,0.0,12.049343011733038,0.04893152762114265
216,0.22,17.163711938890167,0.04892663446838053
217,0.27,10.462137558339435,0.048921741804933694
218,0.14,2.6050752273512527,0.0489168496307532
219,0.22,14.947534129233883,0.048911957945790126
220,0.14,11.669581692519568,0.048907066749995544
221,0.27,0.17023727367299668,0.04890217604332055
222,0.23,36.49228057171928,0.048897285825716216
223,0.2,9.50598362368132,0.048892396097133646
224,0.18,38.84842771838054,0.04888750685752393
225,0.22,36.52618543099204,0.04888261810683818
226,0.22,0.9894934954180735,0.048877729845027494
227,0.19,20.045319127204845,0.04887284207204299
228,0.22,7.137274894799665,0.04886795478783579
229,0.11,8.516677159749516,0.048863067992357005
230,0.19,-4.372259425985129,0.04885818168555777
231,0.26,5.725480741723228,0.048853295867389214
232,0.0,25.05998717790901,0.04884841053780248
233,0.0,56.50932886131235,0.0488435256967487
234,0.0,17.589414958600706,0.04883864134417903
235,0.0,30.191276662536797,0.048833757480044614
236,0.0,41.98884850739762,0.04882887410429661
237,0.0,36.562091075892326,0.04882399121688618
238,0.0,15.106724757784024,0.048819108817764495
239,0.0,36.62213641423558,0.04881422690688272
240,0.32,35.75987663958742,0.04880934548419203
241,0.31,10.701528608506706,0.048804464549643614
242,0.27,15.807395081547005,0.04879958410318865
243,0.13,1.6155817319331796,0.048794704144778336
244,0.26,19.444839475014803,0.04878982467436386
245,0.27,23.887664551623125,0.048784945691896425
246,0.13,18.901823970697475,0.048780067197327234
247,0.34,16.20789712976252,0.048775189190607506
248,0.26,32.34397740622782,0.048770311671688445
249,0.25,7.825734327068835,0.04876543464052128
250,0.26,11.05019334814701,0.048760558097057226
251,0.31,26.811427784961797,0.04875568204124752
252,0.42,71.25116214114102,0.0487508064730434
253,0.22,16.899931762490198,0.048745931392396094
254,0.31,10.12503658731357,0.04874105679925685
255,0.0,13.380165031742049,0.04873618269357693
256,0.0,23.90413916317209,0.04873130907530757
257,0.0,27.3610251146202,0.04872643594440004
258,0.0,53.99774825373735,0.048721563300805605
259,0.0,2.433761279799859,0.04871669114447553
260,0.0,19.40318730732787,0.04871181947536108
261,0.0,31.67293556591168,0.04870694829341354
262,0.0,5.301605501805094,0.0487020775985842
263,0.22,13.214371839208814,0.048697207390824344
264,0.25,9.296488218412637,0.04869233767008526
265,0.32,40.49405347551071,0.04868746843631825
266,0.3,36.196355636574594,0.048682599689474616
267,0.24,26.02303472541181,0.04867773142950567
268,0.2,20.189350925004803,0.04867286365636272
269,0.4,1.6661699116011373,0.04866799636999708
270,0.2,8.589833200887645,0.04866312957036008
271,0.28,12.15361397719998,0.048658263257403044
272,0.2,18.528645303020994,0.04865339743107731
273,0.21,41.03442943404015,0.0486485320913342
274,0.34,19.635519414849075,0.04864366723812506
275,0.33,30.58311863531031,0.04863880287140125
276,0.34,9.478752431892051,0.04863393899111411
277,0.21,7.641369658629429,0.048629075597215
278,0.27,2.7997087500446787,0.04862421268965528
279,0.0,71.6277983736274,0.04861935026838631
280,0.0,48.266440983456775,0.048614488333359476
281,0.0,1.6708603164366391,0.04860962688452614
282,0.0,21.685856431300643,0.04860476592183769
283,0.0,4.929462045570356,0.048599905445245506
284,0.0,37.58077640636359,0.04859504545470098
285,0.0,36.618671791822706,0.04859018595015551
286,0.21,4.466754881278172,0.048585326931560494
287,0.22,-1.89483881063988,0.04858046839886734
288,0.27,6.856601080628996,0.04857561035202745
289,0.32,4.422839800829138,0.048570752790992246
290,0.23,6.07518442132713,0.048565895715713146
291,0.27,8.630745185368454,0.04856103912614158
292,0.2,3.9023868035810314,0.048556183022228964
293,0.26,11.571388286284026,0.048551327403926745
294,0.17,19.43177578501119,0.04854647227118635
295,0.35,19.299233468614993,0.048541617623959234
296,0.21,51.795209516097756,0.04853676346219684
297,0.24,0.6703903436611398,0.04853190978585062
298,0.18,22.636262082662352,0.04852705659487203
299,0.16,0.9573502303537322,0.048522203889212544
300,0.29,19.88416230081484,0.04851735166882362
301,0.21,10.962115344133524,0.04851249993365674
302,0.0,41.46777715462938,0.048507648683663376
303,0.0,28.82751942474884,0.04850279791879501
304,0.0,35.84554142551255,0.048497947639003135
305,0.0,0.0,0.04849309784423923
306,0.0,6.652055026767517,0.04848824853445481
307,0.0,32.339168946846314,0.04848339970960137
308,0.0,33.8459354074194,0.048478551369630404
309,0.3,53.84956920072494,0.04847370351449344
310,0.13,42.55697896228236,0.048468856144141995
311,0.26,14.949242602358922,0.048464009258527584
312,0.23,7.723036358967071,0.04845916285760173
313,0.17,33.76856655510784,0.048454316941315974
314,0.3,5.05869152090714,0.048449471509621846
315,0.31,19.75403022884905,0.04844462656247089
316,0.25,36.62246499440391,0.04843978209981464
317,0.38,48.884754398202986,0.04843493812160466
318,0.37,29.20159158633519,0.0484300946277925
319,0.28,11.566508919050538,0.048425251618329716
