epochs,losses,rewards,epsilons
0,0.0,-241.1096604277459,0.049995000000000005
1,0.0,-270.0,0.049990000500000006
2,0.0,-143.96734670143684,0.049985001499950006
3,0.0,-177.0,0.04998000299980001
4,0.0,-269.32332358381694,0.04997500499950003
5,0.0,-236.71932618582935,0.04997000749900008
6,0.0,-212.32332358381694,0.04996501049825018
7,1.96,-171.0,0.049960013997200355
8,1.93,-180.0,0.049955017995800634
9,1.95,-75.0,0.04995002249400105
10,1.88,-183.0,0.04994502749175165
11,1.64,-124.60981349773402,0.04994003298900247
12,1.6,-205.0,0.049935038985703575
13,1.77,-206.0,0.049930045481805005
14,1.57,-155.96734670143684,0.04992505247725682
15,1.28,-182.90079452627816,0.049920059972009094
16,1.34,-179.829762726327,0.049915067966011896
17,1.4,-264.0,0.049910076459215295
18,1.22,-121.82364894294363,0.049905085451569374
19,1.29,-58.56250412139095,0.04990009494302422
20,1.19,-95.71932618582933,0.049895104933529916
21,1.26,-118.09900663346622,0.04989011542303656
22,1.16,-86.62012071210748,0.04988512641149426
23,0.0,-130.123444505743,0.04988013789885311
24,0.0,-37.38515463903007,0.049875149885063225
25,0.0,-156.0,0.049870162370074717
26,0.0,-30.0,0.04986517535383771
27,0.0,-123.56623872020015,0.049860188836302326
28,0.0,-125.93549353483169,0.049855202817418696
29,0.0,-88.43957622406103,0.049850217297136956
30,1.3,-101.32332358381694,0.04984523227540724
31,1.15,-98.71932618582933,0.049840247752179705
32,1.03,-87.0,0.04983526372740449
33,1.03,-186.0,0.04983028020103175
34,1.08,-117.0,0.04982529717301165
35,1.05,-104.91395556601832,0.04982031464329435
36,1.06,-171.0,0.04981533261183002
37,0.99,-144.0,0.04981035107856884
38,1.0,-138.0,0.049805370043460986
39,1.0,-112.0,0.04980038950645664
40,0.87,-177.0,0.049795409467506
41,0.98,-102.0,0.04979042992655925
42,1.09,-246.0,0.0497854508835666
43,1.08,-87.0,0.04978047233847824
44,0.93,-201.0,0.04977549429124439
45,0.98,-110.96734670143684,0.04977051674181527
46,0.0,-178.55325779365847,0.04976553969014109
47,0.0,-78.0,0.049760563136172074
48,0.0,-207.0,0.04975558707985846
49,0.0,-64.69348326346827,0.04975061152115047
50,0.0,-62.75241830273687,0.049745636459998355
51,0.0,-107.32332358381694,0.04974066189635235
52,0.0,-101.45727459414186,0.04973568783016272
53,1.13,-78.0,0.0497307142613797
54,0.94,-69.565898417285,0.049725741189953564
55,0.99,-66.04575272907056,0.04972076861583457
56,1.02,-63.0,0.049715796538972984
57,0.83,-72.0,0.04971082495931909
58,0.84,-78.0,0.04970585387682316
59,0.8,-3.2564606653679022,0.049700883291435474
60,0.79,1.398276336948862,0.04969591320310633
61,0.61,-12.0,0.04969094361178602
62,0.55,-12.0,0.04968597451742484
63,0.53,-21.0,0.0496810059199731
64,0.56,-4.154195522412126,0.049676037819381104
65,0.57,3.0640628505077263,0.04967107021559917
66,0.6,-24.0,0.04966610310857761
67,0.38,-0.7252298635992052,0.04966113649826675
68,0.44,0.5514774167604184,0.04965617038461692
69,0.0,16.121643109506138,0.049651204767578457
70,0.0,-9.0,0.0496462396471017
71,0.0,-11.829762726327004,0.04964127502313699
72,0.0,-97.60981349773402,0.04963631089563468
73,0.0,-12.0,0.049631347264545114
74,0.0,-36.04264976964627,0.04962638412981866
75,0.0,-62.68934292302799,0.04962142149140568
76,0.0,0.9894934954180735,0.04961645934925654
77,0.56,-45.20711765363486,0.049611497703321614
78,0.6,-20.63225175218805,0.04960653655355128
79,0.42,-3.0,0.049601575899895924
80,0.39,-20.159372382665865,0.049596615742305936
81,0.45,4.422839800829138,0.049591656080731704
82,0.43,10.77531250102425,0.04958669691512363
83,0.49,2.7299506590903055,0.04958173824543212
84,0.31,-12.0,0.049576780071607575
85,0.34,-5.010506504581926,0.04957182239360042
86,0.29,4.42067979856613,0.049566865211361055
87,0.28,0.0,0.049561908524839916
88,0.23,14.010256331714244,0.049556952333987436
89,0.21,1.0,0.04955199663875404
90,0.32,14.643790967603264,0.04954704143909016
91,0.26,0.0,0.04954208673494625
92,0.29,0.17023727367299668,0.04953713252627275
93,0.0,9.077344423590137,0.04953217881302013
94,0.0,-6.0,0.04952722559513883
95,0.0,-2.659525452654007,0.049522272872579313
96,0.0,15.516575098466955,0.04951732064529206
97,0.0,-8.0,0.04951236891322753
98,0.0,4.1213522677030925,0.04950741767633621
99,0.0,2.066862918449034,0.04950246693456858
100,0.14,0.0,0.04949751668787512
