epoch,with_emotions,zeroed_emotions,delta
1,43.842956291347406,36.68597441634787,-7.156981874999538
2,21.787547552394965,0.0,-21.787547552394965
3,10.191160563113415,0.2694427473948482,-9.921717815718567
4,-7.597866686579431,17.179973582398578,24.77784026897801
5,47.22790870657193,38.46758344681419,-8.760325259757742
6,9.413974833867535,4.900993366533776,-4.512981467333758
7,4.6155817319331796,3.0326532985631673,-1.5829284333700122
8,1.4446080872969316,15.899587818744083,14.454979731447152
9,8.0050318632359,39.52818656852105,31.52315470528515
10,25.895538056290643,16.976177787860905,-8.919360268429738
11,37.35510634411081,17.525963983185417,-19.829142360925392
12,5.466414578363026,0.4446080872969315,-5.021806491066095
13,9.231163463866359,1.5333070564368565,-7.697856407429502
14,22.05967012930916,30.552063000425242,8.492392871116081
15,5.071230640206773,6.703544330109852,1.6323136899030795
16,4.054720424153151,5.53873498772086,1.4840145635677082
17,6.052906551313359,12.350948513538132,6.298041962224773
18,9.275556530778212,6.247724665383005,-3.027831865395207
19,4.500016449248797,30.816787127591677,26.31677067834288
20,14.257951299304462,7.058433057329309,-7.199518241975153
21,31.852677760592382,31.579147575957037,-0.2735301846353444
22,16.526485871429525,6.966728033321568,-9.559757838107956
23,8.692110068468738,23.076616155199428,14.38450608673069
24,13.016022951922979,48.7992828686869,35.783259916763924
25,14.52363252934552,11.13767721094012,-3.385955318405399
26,1.1702372736729967,3.0326532985631673,1.8624160248901707
27,51.237410487174905,0.0992054737218515,-51.13820501345305
28,4.900993366533776,-3.0,-7.900993366533776
29,46.803506545504824,28.083468969906388,-18.720037575598436
30,23.952504800335706,57.54835038486324,33.59584558452754
31,0.0,28.533070379716698,28.533070379716698
32,2.8660489896750714,0.0,-2.8660489896750714
33,7.6017459304625445,0.0,-7.6017459304625445
34,12.96733704501471,-7.823648942943639,-20.79098598795835
35,0.0,11.235820412719708,11.235820412719708
36,24.372585898456666,2.9573502303537325,-21.415235668102934
37,-1.7244434692217876,28.76151276868504,30.485956237906827
38,3.879566988419228,10.33357991553118,6.454012927111952
39,35.48526198761346,40.22798059444616,4.742718606832696
40,17.65833854073456,23.021303942186776,5.362965401452215
41,24.88163992880227,14.849795281380674,-10.031844647421595
42,0.3133271127338362,8.923140160515018,8.609813047781183
43,-1.123444505743002,8.032852138818795,9.156296644561797
44,5.6155817319331796,0.0,-5.6155817319331796
45,0.0,64.16479957196943,64.16479957196943
46,0.0,-1.510608024012178,-1.510608024012178
47,63.197851844797356,3.2697534906851984,-59.92809835411216
48,28.766189123538982,9.61281059851244,-19.153378525026543
49,5.2358045053232205,5.075353272665386,-0.16045123265783445
50,29.602354071374343,0.3798792878925201,-29.22247478348182
51,4.556230344948881,6.461417142472743,1.9051867975238617
52,6.375117014090777,13.111498073353935,6.7363810592631586
53,10.601956519888896,0.0,-10.601956519888896
54,33.671705752889295,14.987262583580168,-18.684443169309127
55,19.33993376540726,4.633091345883918,-14.70684241952334
56,0.0,19.495987152598218,19.495987152598218
57,1.6209591443532925,1.8070962424248154,0.1861370980715229
58,0.0,0.0992054737218515,0.0992054737218515
59,0.0,53.42379801101413,53.42379801101413
60,26.34743752590806,10.128259823978745,-16.219177701929315
61,44.092087524683436,27.401817545340595,-16.69026997934284
62,-4.329790305302559,4.176351057056361,8.506141362358921
63,0.4446080872969315,23.718159283629134,23.273551196332203
64,9.231163463866359,31.772160592330952,22.540997128464593
65,-1.823648942943639,17.005015528482808,18.828664471426446
66,4.714787205655031,17.576343743205342,12.86155653755031
67,4.379679997684044,9.801986733067553,5.422306735383509
68,-7.665245353666366,26.861954218061566,34.527199571727934
69,14.635187022774371,83.39549542029044,68.76030839751607
70,15.21233547277451,25.128877594283246,9.916542121508735
71,10.112643810039554,13.246326917301634,3.1336831072620797
72,0.2806738141706686,16.027254831049003,15.746581016878334
73,0.0,16.110951498236997,16.110951498236997
74,2.8783693670967905,6.561081071910576,3.6827117048137854
75,10.96549983170209,17.60146800258481,6.63596817088272
76,5.2685558693627605,6.96785628498281,1.6993004156200495
77,42.745110433121226,3.922604693750655,-38.82250573937057
78,7.202128895563369,4.75470252711769,-2.4474263684456794
79,42.958604547953996,2.0050318632358985,-40.9535726847181
80,14.59246268752708,-6.958000220981795,-21.550462908508877
81,11.267227030580973,9.330016825903707,-1.9372102046772657
82,9.927209385089405,13.934700781523073,4.007491396433668
83,2.000117968679048,12.686914433422514,10.686796464743466
84,16.809901259396142,15.580015944282543,-1.2298853151135987
85,13.60429130977552,5.313327112733836,-8.290964197041685
86,23.521275724909955,2.891350293638486,-20.62992543127147
87,12.724843083123234,15.34866466792284,2.6238215847996056
88,10.98407239781184,18.17098954246921,7.186917144657372
89,2.444186462852357,23.328818613201598,20.88463215034924
90,22.992662115921956,24.75305575111014,1.7603936351881835
91,26.283302261311928,18.90175013577428,-7.381552125537649
92,26.498427934684845,16.028413157511057,-10.470014777173787
93,23.1400008366979,23.017024535497196,-0.1229763012007048
94,8.791932788989541,4.620959144353292,-4.170973644636249
95,61.16783789888141,14.150406617959986,-47.01743128092142
96,1.2915217771529919,34.79105840018212,33.49953662302913
97,0.0,26.33755651988842,26.33755651988842
98,1.0,19.823996700018473,18.823996700018473
99,0.0,31.305960700725,31.305960700725
100,14.967831285541987,26.285686103271388,11.317854817729401
