condition,training_final_reward,training_best_reward,eval_avg_reward,eval_std_reward
full,-9.6803045490763,45.03164865763969,9.920112622619838,13.55463587523508
self,8.151951799423223,148.66111028256572,19.89224166601302,17.055093894894718
other,13.517925152886425,42.20043089388366,14.426717131419979,14.32633326708316
none,14.618526603398237,74.72945409990064,13.640121957451422,15.099657787754229
